Cód.,Município,Salario
4314050,Parobé (RS),1929.26
4314068,Passa Sete (RS),2770.88
4314076,Passo do Sobrado (RS),2171.61
4314100,Passo Fundo (RS),2728.22
4314134,Paulo Bento (RS),2318.86
4314159,Paverama (RS),1789.52
4314175,Pedras Altas (RS),2410.2
4314209,Pedro Osório (RS),1956.29
4314308,Pejuçara (RS),2425.83
4314407,Pelotas (RS),2826.28
4314423,Picada Café (RS),1984.67
4314456,Pinhal (RS),2285.97
4314464,Pinhal da Serra (RS),2852.11
4314472,Pinhal Grande (RS),3060.85
4314498,Pinheirinho do Vale (RS),2070.24
4314506,Pinheiro Machado (RS),2412.38
4314548,Pinto Bandeira (RS),2365.55
4314555,Pirapó (RS),2263.64
4314605,Piratini (RS),2048.56
4314704,Planalto (RS),1871.84
4314753,Poço das Antas (RS),2146.77
4314779,Pontão (RS),2283.55
4314787,Ponte Preta (RS),2253.09
4314803,Portão (RS),2516.97
4314902,Porto Alegre (RS),4041.83
4315008,Porto Lucena (RS),2072.68
4315057,Porto Mauá (RS),2427.46
4315073,Porto Vera Cruz (RS),2661.97
4315107,Porto Xavier (RS),2026.95
4315131,Pouso Novo (RS),1875.96
4315149,Presidente Lucena (RS),1900.85
4315156,Progresso (RS),2136.47
4315172,Protásio Alves (RS),2105.98
4315206,Putinga (RS),1907.52
4315305,Quaraí (RS),1749.01
4315313,Quatro Irmãos (RS),2289.13
4315321,Quevedos (RS),2904.38
4315354,Quinze de Novembro (RS),2313.05
4315404,Redentora (RS),2023.16
4315453,Relvado (RS),2069.99
4315503,Restinga Sêca (RS),1919.76
4315552,Rio dos Índios (RS),2381.61
4315602,Rio Grande (RS),3439.18
4315701,Rio Pardo (RS),2043.03
4315750,Riozinho (RS),1678.35
4315800,Roca Sales (RS),1901.21
4315909,Rodeio Bonito (RS),1849.93
4315958,Rolador (RS),2804.57
4316006,Rolante (RS),1727.67
4316105,Ronda Alta (RS),2064.47
4316204,Rondinha (RS),2289.17
4316303,Roque Gonzales (RS),2248.49
4316402,Rosário do Sul (RS),2053.27
4316428,Sagrada Família (RS),1981.11
4316436,Saldanha Marinho (RS),2420.8
4316451,Salto do Jacuí (RS),2943.81
4316477,Salvador das Missões (RS),2429.67
4316501,Salvador do Sul (RS),2099.99
4316600,Sananduva (RS),2060.6
4316709,Santa Bárbara do Sul (RS),2461.41
4316733,Santa Cecília do Sul (RS),2422.29
4316758,Santa Clara do Sul (RS),1729.94
4316808,Santa Cruz do Sul (RS),2712.34
4316907,Santa Maria (RS),3135.45
4316956,Santa Maria do Herval (RS),1948.79
4316972,Santa Margarida do Sul (RS),2227.03
4317004,Santana da Boa Vista (RS),1823.64
4317103,Sant'Ana do Livramento (RS),2090.4
4317202,Santa Rosa (RS),2321.84
4317251,Santa Tereza (RS),2584.76
4317301,Santa Vitória do Palmar (RS),2227.07
4317400,Santiago (RS),2188.35
4317509,Santo Ângelo (RS),2233.68
4317558,Santo Antônio do Palma (RS),1956.88
4317608,Santo Antônio da Patrulha (RS),2113.59
4317707,Santo Antônio das Missões (RS),2064.55
4317756,Santo Antônio do Planalto (RS),2678.48
4317806,Santo Augusto (RS),2130.11
4317905,Santo Cristo (RS),2124.46
4317954,Santo Expedito do Sul (RS),2177.19
4318002,São Borja (RS),2146.34
4318051,São Domingos do Sul (RS),2175.74
4318101,São Francisco de Assis (RS),2107.83
4318200,São Francisco de Paula (RS),2095.92
4318309,São Gabriel (RS),2118.34
4318408,São Jerônimo (RS),2445.46
4318424,São João da Urtiga (RS),1909.95
4318432,São João do Polêsine (RS),2096.75
4318440,São Jorge (RS),1961.74
4318457,São José das Missões (RS),2400.52
4318465,São José do Herval (RS),2057.85
4318481,São José do Hortêncio (RS),1908.98
4318499,São José do Inhacorá (RS),2175.9
4318507,São José do Norte (RS),2699.79
4318606,São José do Ouro (RS),2013.21
4318614,São José do Sul (RS),2340.44
4318622,São José dos Ausentes (RS),1994.06
4318705,São Leopoldo (RS),3106.51
4318804,São Lourenço do Sul (RS),2174.23
4318903,São Luiz Gonzaga (RS),2101.08
4319000,São Marcos (RS),2367.17
4319109,São Martinho (RS),1932.66
4319125,São Martinho da Serra (RS),2744.63
4319158,São Miguel das Missões (RS),2286.76
4319208,São Nicolau (RS),1877.24
4319307,São Paulo das Missões (RS),2189.13
4319356,São Pedro da Serra (RS),1961.87
4319364,São Pedro das Missões (RS),2142.33
4319372,São Pedro do Butiá (RS),2396.6
4319406,São Pedro do Sul (RS),2064.91
4319505,São Sebastião do Caí (RS),2101.2
4319604,São Sepé (RS),2122.98
4319703,São Valentim (RS),1956.6
4319711,São Valentim do Sul (RS),2180.05
4319737,São Valério do Sul (RS),2147.3
4319752,São Vendelino (RS),2051.68
4319802,São Vicente do Sul (RS),2158.98
4319901,Sapiranga (RS),1925.15
4320008,Sapucaia do Sul (RS),2787.68
4320107,Sarandi (RS),2120.46
4320206,Seberi (RS),1873.7
4320230,Sede Nova (RS),2104.25
4320263,Segredo (RS),2334.76
4320305,Selbach (RS),2126.14
4320321,Senador Salgado Filho (RS),2562.26
4320354,Sentinela do Sul (RS),1968.66
4320404,Serafina Corrêa (RS),2291.45
4320453,Sério (RS),2090.65
4320503,Sertão (RS),2396.15
4320552,Sertão Santana (RS),2323.91
4320578,Sete de Setembro (RS),2916.87
4320602,Severiano de Almeida (RS),2161.01
4320651,Silveira Martins (RS),2470.65
4320677,Sinimbu (RS),2366.96
4320701,Sobradinho (RS),1869.25
4320800,Soledade (RS),2003.94
4320859,Tabaí (RS),1684.01
4320909,Tapejara (RS),2076.34
4321006,Tapera (RS),2302.87
4321105,Tapes (RS),2145.22
4321204,Taquara (RS),2041.37
4321303,Taquari (RS),2226.13
4321329,Taquaruçu do Sul (RS),2113.59
4321352,Tavares (RS),1788.76
4321402,Tenente Portela (RS),2045.93
4321436,Terra de Areia (RS),1782.86
4321451,Teutônia (RS),2184.51
4321469,Tio Hugo (RS),2345.93
4321477,Tiradentes do Sul (RS),2083.14
4321493,Toropi (RS),2445.2
4321501,Torres (RS),2140.47
4321600,Tramandaí (RS),2074.09
4321626,Travesseiro (RS),1721.8
4321634,Três Arroios (RS),2474.45
4321667,Três Cachoeiras (RS),1847.38
4321709,Três Coroas (RS),1908.07
4321808,Três de Maio (RS),2238.21
4321832,Três Forquilhas (RS),2215.15
4321857,Três Palmeiras (RS),2103.87
4321907,Três Passos (RS),2089.8
4321956,Trindade do Sul (RS),1948
4322004,Triunfo (RS),5359.22
4322103,Tucunduva (RS),2045.78
4322152,Tunas (RS),1888.12
4322186,Tupanci do Sul (RS),2528.46
4322202,Tupanciretã (RS),2479.91
4322251,Tupandi (RS),2497.11
4322301,Tuparendi (RS),2166.66
4322327,Turuçu (RS),2009.9
4322343,Ubiretama (RS),2775.6
4322350,União da Serra (RS),2650.13
4322376,Unistalda (RS),2200.04
4322400,Uruguaiana (RS),2139.76
4322509,Vacaria (RS),2008.68
4322525,Vale Verde (RS),2282.19
4322533,Vale do Sol (RS),2400.8
4322541,Vale Real (RS),2061.67
4322558,Vanini (RS),1794.13
4322608,Venâncio Aires (RS),2267.83
4322707,Vera Cruz (RS),2207.64
4322806,Veranópolis (RS),2437.96
4322855,Vespasiano Corrêa (RS),2327.78
4322905,Viadutos (RS),2360.36
4323002,Viamão (RS),2387.79
4323101,Vicente Dutra (RS),2419.34
4323200,Victor Graeff (RS),2416.83
4323309,Vila Flores (RS),2495.52
4323358,Vila Lângaro (RS),2227
4323408,Vila Maria (RS),2046.69
4323457,Vila Nova do Sul (RS),2149.81
4323507,Vista Alegre (RS),1898.2
4323606,Vista Alegre do Prata (RS),2625.93
4323705,Vista Gaúcha (RS),1839.83
4323754,Vitória das Missões (RS),1957.52
4323770,Westfália (RS),2356.04
4323804,Xangri-lá (RS),2324.47
5000203,Água Clara (MS),2524.66
5000252,Alcinópolis (MS),2489.1
5000609,Amambai (MS),2017.63
5000708,Anastácio (MS),1691.15
5000807,Anaurilândia (MS),2005.59
5000856,Angélica (MS),3323.54
5000906,Antônio João (MS),1954.46
5001003,Aparecida do Taboado (MS),2312.09
5001102,Aquidauana (MS),1801.59
5001243,Aral Moreira (MS),2219.03
5001508,Bandeirantes (MS),1873.86
5001904,Bataguassu (MS),1984.75
5002001,Batayporã (MS),2114.58
5002100,Bela Vista (MS),2004.13
5002159,Bodoquena (MS),2156.72
5002209,Bonito (MS),1985.49
5002308,Brasilândia (MS),1997.69
5002407,Caarapó (MS),2160.36
5002605,Camapuã (MS),2185.22
5002704,Campo Grande (MS),3422.17
5002803,Caracol (MS),1907.14
5002902,Cassilândia (MS),1870.92
5002951,Chapadão do Sul (MS),2558.55
5003108,Corguinho (MS),1806.85
5003157,Coronel Sapucaia (MS),1679.31
5003207,Corumbá (MS),2701.08
5003256,Costa Rica (MS),2482.11
5003306,Coxim (MS),2103.96
5003454,Deodápolis (MS),1912.55
5003488,Dois Irmãos do Buriti (MS),1748.28
5003504,Douradina (MS),2193.51
5003702,Dourados (MS),2495.72
5003751,Eldorado (MS),1888.59
5003801,Fátima do Sul (MS),1993.44
5003900,Figueirão (MS),2429.59
5004007,Glória de Dourados (MS),1983.09
5004106,Guia Lopes da Laguna (MS),1824.86
5004304,Iguatemi (MS),1912.63
5004403,Inocência (MS),1923.92
5004502,Itaporã (MS),2179.11
5004601,Itaquiraí (MS),2000.32
5004700,Ivinhema (MS),2025.86
5004809,Japorã (MS),1857.97
5004908,Jaraguari (MS),2032.61
5005004,Jardim (MS),2074.14
5005103,Jateí (MS),2732.75
5005152,Juti (MS),1923.66
5005202,Ladário (MS),4132.52
5005251,Laguna Carapã (MS),2573.66
5005400,Maracaju (MS),2234.04
5005608,Miranda (MS),1858.43
5005681,Mundo Novo (MS),2038.12
5005707,Naviraí (MS),2156.91
5005806,Nioaque (MS),1941.5
5006002,Nova Alvorada do Sul (MS),2257.97
5006200,Nova Andradina (MS),2078.48
5006259,Novo Horizonte do Sul (MS),2080.54
5006275,Paraíso das Águas (MS),3219.99
5006309,Paranaíba (MS),1839.48
5006358,Paranhos (MS),2101.23
5006408,Pedro Gomes (MS),2035.91
5006606,Ponta Porã (MS),2114.91
5006903,Porto Murtinho (MS),2343.44
5007109,Ribas do Rio Pardo (MS),2016.21
5007208,Rio Brilhante (MS),2713.24
5007307,Rio Negro (MS),1765
5007406,Rio Verde de Mato Grosso (MS),1931.43
5007505,Rochedo (MS),2319.04
5007554,Santa Rita do Pardo (MS),2045.16
5007695,São Gabriel do Oeste (MS),2410.16
5007703,Sete Quedas (MS),2201.36
5007802,Selvíria (MS),2806.67
5007901,Sidrolândia (MS),1920.84
5007935,Sonora (MS),2467.86
5007950,Tacuru (MS),1783.4
5007976,Taquarussu (MS),2225.74
5008008,Terenos (MS),2226.93
5008305,Três Lagoas (MS),2907.84
5008404,Vicentina (MS),2076.12
5100102,Acorizal (MT),3115.8
5100201,Água Boa (MT),2360.77
5100250,Alta Floresta (MT),2124.64
5100300,Alto Araguaia (MT),2503.48
5100359,Alto Boa Vista (MT),2721.18
5100409,Alto Garças (MT),2445.12
5100508,Alto Paraguai (MT),2036.79
5100607,Alto Taquari (MT),3030.93
5100805,Apiacás (MT),2076.3
5101001,Araguaiana (MT),1870.51
5101209,Araguainha (MT),1984.61
5101258,Araputanga (MT),2001.23
5101308,Arenápolis (MT),2218.23
5101407,Aripuanã (MT),2126.34
5101605,Barão de Melgaço (MT),1820.4
5101704,Barra do Bugres (MT),2478.89
5101803,Barra do Garças (MT),2071.1
5101852,Bom Jesus do Araguaia (MT),2729.62
5101902,Brasnorte (MT),2449.67
5102504,Cáceres (MT),3123.49
5102603,Campinápolis (MT),2354.56
5102637,Campo Novo do Parecis (MT),2587.45
5102678,Campo Verde (MT),2456.32
5102686,Campos de Júlio (MT),2827.98
5102694,Canabrava do Norte (MT),1892.02
5102702,Canarana (MT),2593.64
5102793,Carlinda (MT),1853.3
5102850,Castanheira (MT),2009.86
5103007,Chapada dos Guimarães (MT),2398.51
5103056,Cláudia (MT),2115.09
5103106,Cocalinho (MT),2294.54
5103205,Colíder (MT),2054.82
5103254,Colniza (MT),1825.65
5103304,Comodoro (MT),2277.72
5103353,Confresa (MT),2067.97
5103361,Conquista D'Oeste (MT),2304.95
5103379,Cotriguaçu (MT),2040.65
5103403,Cuiabá (MT),3893.11
5103437,Curvelândia (MT),1987.02
5103452,Denise (MT),2319.95
5103502,Diamantino (MT),2446.8
5103601,Dom Aquino (MT),2107.9
5103700,Feliz Natal (MT),2120.46
5103809,Figueirópolis D'Oeste (MT),1945.61
5103858,Gaúcha do Norte (MT),2443.74
5103908,General Carneiro (MT),1978.59
5103957,Glória D'Oeste (MT),2205.7
5104104,Guarantã do Norte (MT),2197.34
5104203,Guiratinga (MT),2271.33
5104500,Indiavaí (MT),1881.48
5104526,Ipiranga do Norte (MT),2914.27
5104542,Itanhangá (MT),2123.03
5104559,Itaúba (MT),2274.18
5104609,Itiquira (MT),2778.14
5104807,Jaciara (MT),2596.76
5104906,Jangada (MT),1965.77
5105002,Jauru (MT),2381.22
5105101,Juara (MT),1973.29
5105150,Juína (MT),2035.72
5105176,Juruena (MT),2036.43
5105200,Juscimeira (MT),2155.58
5105234,Lambari D'Oeste (MT),2266.08
5105259,Lucas do Rio Verde (MT),2482.77
5105309,Luciara (MT),1798.86
5105507,Vila Bela da Santíssima Trindade (MT),2304.75
5105580,Marcelândia (MT),1762.12
5105606,Matupá (MT),2149.96
5105622,Mirassol d'Oeste (MT),2095.01
5105903,Nobres (MT),2419.76
5106000,Nortelândia (MT),2764.08
5106109,Nossa Senhora do Livramento (MT),2158.43
5106158,Nova Bandeirantes (MT),1847.35
5106174,Nova Nazaré (MT),2338.8
5106182,Nova Lacerda (MT),1852.91
5106190,Nova Santa Helena (MT),2021.01
5106208,Nova Brasilândia (MT),1981.55
5106216,Nova Canaã do Norte (MT),2294.4
5106224,Nova Mutum (MT),2392.09
5106232,Nova Olímpia (MT),2401.58
5106240,Nova Ubiratã (MT),2561.92
5106257,Nova Xavantina (MT),2443.31
5106265,Novo Mundo (MT),1959.4
5106273,Novo Horizonte do Norte (MT),1980.2
5106281,Novo São Joaquim (MT),2331.34
5106299,Paranaíta (MT),2424.06
5106307,Paranatinga (MT),2294.43
5106315,Novo Santo Antônio (MT),2654.54
5106372,Pedra Preta (MT),2085.94
5106422,Peixoto de Azevedo (MT),2293.43
5106455,Planalto da Serra (MT),2256.67
5106505,Poconé (MT),2275.24
5106653,Pontal do Araguaia (MT),2074.98
5106703,Ponte Branca (MT),1904.58
5106752,Pontes e Lacerda (MT),2057.57
5106778,Porto Alegre do Norte (MT),2487.67
5106802,Porto dos Gaúchos (MT),2584.5
5106828,Porto Esperidião (MT),2721.47
5106851,Porto Estrela (MT),2157.98
5107008,Poxoréu (MT),2287.37
5107040,Primavera do Leste (MT),2515.09
5107065,Querência (MT),2621.64
5107107,São José dos Quatro Marcos (MT),1993.44
5107156,Reserva do Cabaçal (MT),2109.67
5107180,Ribeirão Cascalheira (MT),1908.57
5107198,Ribeirãozinho (MT),2265.26
5107206,Rio Branco (MT),2180
5107248,Santa Carmem (MT),2255.88
5107263,Santo Afonso (MT),2514.04
5107297,São José do Povo (MT),1975.2
5107305,São José do Rio Claro (MT),2445.61
5107354,São José do Xingu (MT),2513.64
5107404,São Pedro da Cipa (MT),1974.03
5107578,Rondolândia (MT),1558.29
5107602,Rondonópolis (MT),2478.53
5107701,Rosário Oeste (MT),2547.66
5107743,Santa Cruz do Xingu (MT),2339.75
5107750,Salto do Céu (MT),1651.16
5107768,Santa Rita do Trivelato (MT),2706.72
5107776,Santa Terezinha (MT),2270.25
5107792,Santo Antônio do Leste (MT),2433.68
5107800,Santo Antônio do Leverger (MT),2084.5
5107859,São Félix do Araguaia (MT),2670.05
5107875,Sapezal (MT),2521.57
5107883,Serra Nova Dourada (MT),1941.94
5107909,Sinop (MT),2288.56
5107925,Sorriso (MT),2242.09
5107941,Tabaporã (MT),2368.39
5107958,Tangará da Serra (MT),2235.63
5108006,Tapurah (MT),2392.82
5108055,Terra Nova do Norte (MT),2079.7
5108105,Tesouro (MT),2056.22
5108204,Torixoréu (MT),2179.64
5108303,União do Sul (MT),1883.04
5108352,Vale de São Domingos (MT),1833.26
5108402,Várzea Grande (MT),2244.74
5108501,Vera (MT),2274.2
5108600,Vila Rica (MT),2213.94
5108808,Nova Guarita (MT),2516.89
5108857,Nova Marilândia (MT),2244.57
5108907,Nova Maringá (MT),2374.35
5108956,Nova Monte Verde (MT),2023.06
5200050,Abadia de Goiás (GO),1808.81
5200100,Abadiânia (GO),1693.89
5200134,Acreúna (GO),2317.45
5200159,Adelândia (GO),1554.52
5200175,Água Fria de Goiás (GO),1724.06
5200209,Água Limpa (GO),1805.17
5200258,Águas Lindas de Goiás (GO),1688.43
5200308,Alexânia (GO),2131.8
5200506,Aloândia (GO),1758.79
5200555,Alto Horizonte (GO),3490.56
5200605,Alto Paraíso de Goiás (GO),1660.44
5200803,Alvorada do Norte (GO),1694.99
5200829,Amaralina (GO),1528.06
5200852,Americano do Brasil (GO),1400.26
5200902,Amorinópolis (GO),1974.48
5201108,Anápolis (GO),2529.91
5201207,Anhanguera (GO),1952.37
5201306,Anicuns (GO),1946.38
5201405,Aparecida de Goiânia (GO),2051.58
5201454,Aparecida do Rio Doce (GO),2102.7
5201504,Aporé (GO),2382.2
5201603,Araçu (GO),1495.63
5201702,Aragarças (GO),1740.83
5201801,Aragoiânia (GO),1541.66
5202155,Araguapaz (GO),1645.88
5202353,Arenópolis (GO),1656.77
5202502,Aruanã (GO),1782.49
5202601,Aurilândia (GO),2004.56
5202809,Avelinópolis (GO),1444.09
5203104,Baliza (GO),1825.74
5203203,Barro Alto (GO),3159.02
5203302,Bela Vista de Goiás (GO),2508.48
5203401,Bom Jardim de Goiás (GO),1704.52
5203500,Bom Jesus de Goiás (GO),2035.7
5203559,Bonfinópolis (GO),1699.4
5203575,Bonópolis (GO),1829.69
5203609,Brazabrantes (GO),1539.67
5203807,Britânia (GO),1722.97
5203906,Buriti Alegre (GO),1848.11
5203939,Buriti de Goiás (GO),1077.85
5203962,Buritinópolis (GO),1088.67
5204003,Cabeceiras (GO),2008.21
5204102,Cachoeira Alta (GO),2054.35
5204201,Cachoeira de Goiás (GO),3127.37
5204250,Cachoeira Dourada (GO),2869.55
5204300,Caçu (GO),2663.17
5204409,Caiapônia (GO),2459.48
5204508,Caldas Novas (GO),1850.41
5204557,Caldazinha (GO),1796.42
5204607,Campestre de Goiás (GO),1759.89
5204656,Campinaçu (GO),1749.05
5204706,Campinorte (GO),1721.8
5204805,Campo Alegre de Goiás (GO),2002.18
5204854,Campo Limpo de Goiás (GO),1622.92
5204904,Campos Belos (GO),1766.38
5204953,Campos Verdes (GO),1330.82
5205000,Carmo do Rio Verde (GO),2093.95
5205059,Castelândia (GO),1820.27
5205109,Catalão (GO),2687.66
5205208,Caturaí (GO),1889
5205307,Cavalcante (GO),2075.92
5205406,Ceres (GO),2217.26
5205455,Cezarina (GO),2029.62
5205471,Chapadão do Céu (GO),2423.61
5205497,Cidade Ocidental (GO),2149.27
5205513,Cocalzinho de Goiás (GO),2083.23
5205521,Colinas do Sul (GO),2316.33
5205703,Córrego do Ouro (GO),1463.86
5205802,Corumbá de Goiás (GO),1899.59
5205901,Corumbaíba (GO),2134.53
5206206,Cristalina (GO),2159.85
5206305,Cristianópolis (GO),1737.89
5206404,Crixás (GO),3210.44
5206503,Cromínia (GO),1442.86
5206602,Cumari (GO),1766.02
5206701,Damianópolis (GO),1401.39
5206800,Damolândia (GO),1656.08
5206909,Davinópolis (GO),1952.75
5207105,Diorama (GO),1698.39
5207253,Doverlândia (GO),1913.95
5207352,Edealina (GO),2760.18
5207402,Edéia (GO),3223.65
5207501,Estrela do Norte (GO),1542.02
5207535,Faina (GO),1706.16
5207600,Fazenda Nova (GO),1467.82
5207808,Firminópolis (GO),1916.93
5207907,Flores de Goiás (GO),1746.93
5208004,Formosa (GO),1959.11
5208103,Formoso (GO),1648.72
5208152,Gameleira de Goiás (GO),1980.39
5208301,Divinópolis de Goiás (GO),1816.53
5208400,Goianápolis (GO),2003.33
5208509,Goiandira (GO),1900.86
5208608,Goianésia (GO),1971.54
5208707,Goiânia (GO),3207.01
5208806,Goianira (GO),1883.07
5208905,Goiás (GO),2050.01
5209101,Goiatuba (GO),2326.14
5209150,Gouvelândia (GO),1946.43
5209200,Guapó (GO),1738.94
5209291,Guaraíta (GO),1956.72
5209408,Guarani de Goiás (GO),1731.2
5209457,Guarinos (GO),1419.45
5209606,Heitoraí (GO),1247.03
5209705,Hidrolândia (GO),1964.09
5209804,Hidrolina (GO),1319.44
5209903,Iaciara (GO),2142.83
5209937,Inaciolândia (GO),2012.2
5209952,Indiara (GO),1996.03
5210000,Inhumas (GO),1593.51
5210109,Ipameri (GO),2144.35
5210158,Ipiranga de Goiás (GO),1447.75
5210208,Iporá (GO),2291.34
5210307,Israelândia (GO),1768.34
5210406,Itaberaí (GO),1722.42
5210562,Itaguari (GO),1498.37
5210604,Itaguaru (GO),1528.38
5210802,Itajá (GO),1871.54
5210901,Itapaci (GO),1854.73
5211008,Itapirapuã (GO),1499.76
5211206,Itapuranga (GO),1673.75
5211305,Itarumã (GO),1902.76
5211404,Itauçu (GO),1553.15
5211503,Itumbiara (GO),2206.77
5211602,Ivolândia (GO),1854.69
5211701,Jandaia (GO),2563.11
5211800,Jaraguá (GO),1679.07
5211909,Jataí (GO),2262.84
5212006,Jaupaci (GO),1556.54
5212055,Jesúpolis (GO),1846.5
5212105,Joviânia (GO),1922.56
5212204,Jussara (GO),1808.94
5212253,Lagoa Santa (GO),2095.25
5212303,Leopoldo de Bulhões (GO),1781.18
5212501,Luziânia (GO),1980.81
5212600,Mairipotaba (GO),1697.39
5212709,Mambaí (GO),1544.53
5212808,Mara Rosa (GO),1712.95
5212907,Marzagão (GO),1629.19
5212956,Matrinchã (GO),1510.63
5213004,Maurilândia (GO),1823.72
5213053,Mimoso de Goiás (GO),1526.94
5213087,Minaçu (GO),2478.25
5213103,Mineiros (GO),2366.28
5213400,Moiporá (GO),1684.36
5213509,Monte Alegre de Goiás (GO),1615.67
5213707,Montes Claros de Goiás (GO),2071.42
5213756,Montividiu (GO),2257.89
5213772,Montividiu do Norte (GO),1801.72
5213806,Morrinhos (GO),2162.62
5213855,Morro Agudo de Goiás (GO),1474.12
5213905,Mossâmedes (GO),1501.62
5214002,Mozarlândia (GO),1831.37
5214051,Mundo Novo (GO),1741.1
5214101,Mutunópolis (GO),2285.56
5214408,Nazário (GO),1857.46
5214507,Nerópolis (GO),1867.04
5214606,Niquelândia (GO),2217.07
5214705,Nova América (GO),1434.16
5214804,Nova Aurora (GO),1777.86
5214838,Nova Crixás (GO),1968.44
5214861,Nova Glória (GO),1526.24
5214879,Nova Iguaçu de Goiás (GO),1687.68
5214903,Nova Roma (GO),2081.16
5215009,Nova Veneza (GO),2024.29
5215207,Novo Brasil (GO),1355.16
5215231,Novo Gama (GO),2197.59
5215256,Novo Planalto (GO),1755.19
5215306,Orizona (GO),1804.94
5215405,Ouro Verde de Goiás (GO),2040.64
5215504,Ouvidor (GO),4923.83
5215603,Padre Bernardo (GO),2017.1
5215652,Palestina de Goiás (GO),1957.22
5215702,Palmeiras de Goiás (GO),1862.19
5215801,Palmelo (GO),1648.16
5215900,Palminópolis (GO),1857.5
5216007,Panamá (GO),1809.67
5216304,Paranaiguara (GO),1752.59
5216403,Paraúna (GO),2084.85
5216452,Perolândia (GO),3315.92
5216809,Petrolina de Goiás (GO),1734.45
5216908,Pilar de Goiás (GO),3578.76
5217104,Piracanjuba (GO),2168.99
5217203,Piranhas (GO),2296.07
5217302,Pirenópolis (GO),1717.71
5217401,Pires do Rio (GO),1780.79
5217609,Planaltina (GO),2169
5217708,Pontalina (GO),1651.52
5218003,Porangatu (GO),1764.75
5218052,Porteirão (GO),2087.71
5218102,Portelândia (GO),1886.4
5218300,Posse (GO),1827.05
5218391,Professor Jamil (GO),1587.94
5218508,Quirinópolis (GO),2222.62
5218607,Rialma (GO),1764.27
5218706,Rianápolis (GO),1699.88
5218789,Rio Quente (GO),2287.77
5218805,Rio Verde (GO),2416.85
